"resp.id","ques","alt","healthy","pulp","juice","added","price","choice"
"37139",175,9,1,"no","none","fresh","vit_A","5.89",1
"8138",175,9,2,"no","some","fresh","vit_B","3.89",0
"27140",175,9,3,"no","lots","fresh","vit_B","4.89",0
"9142",175,10,1,"no","lots","fresh","vit_B","3.89",1
"36146",175,10,2,"no","lots","frozen","multi","4.89",0
"53147",175,10,3,"no","some","frozen","multi","5.89",0
"40143",175,11,1,"no","none","frozen","vit_A","5.89",1
"39138",175,11,2,"no","lots","fresh","vit_A","5.89",0
"48143",175,11,3,"no","lots","frozen","vit_B","5.89",0
"50144",175,12,1,"no","some","fresh","multi","5.89",0
"14142",175,12,2,"no","some","fresh","multi","3.89",1
"45149",175,12,3,"no","lots","fresh","vit_B","5.89",0
"28151",175,13,1,"no","none","frozen","vit_B","4.89",0
"15146",175,13,2,"no","lots","fresh","multi","3.89",1
"33150",175,13,3,"no","lots","fresh","multi","4.89",0
"1809",175,14,1,"no","none","fresh","vit_A","3.89",1
"21189",175,14,2,"no","lots","fresh","vit_A","4.89",0
"23144",175,14,3,"no","some","frozen","vit_A","4.89",0
"5526",175,15,1,"no","some","frozen","vit_A","3.89",1
"35134",175,15,2,"no","some","frozen","multi","4.89",0
"11186",175,15,3,"no","some","frozen","vit_B","3.89",0
"40144",176,1,1,"no","none","frozen","vit_A","5.89",1
"45150",176,1,2,"no","lots","fresh","vit_B","5.89",0
"23145",176,1,3,"no","some","frozen","vit_A","4.89",0
"10145",176,2,1,"no","none","frozen","vit_B","3.89",1
"9143",176,2,2,"no","lots","fresh","vit_B","3.89",0
"30146",176,2,3,"no","lots","frozen","vit_B","4.89",0
"33151",176,3,1,"no","lots","fresh","multi","4.89",0
"14143",176,3,2,"no","some","fresh","multi","3.89",0
"35135",176,3,3,"no","some","frozen","multi","4.89",1
"20144",176,4,1,"no","some","fresh","vit_A","4.89",0
"52150",176,4,2,"no","none","frozen","multi","5.89",1
"8139",176,4,3,"no","some","fresh","vit_B","3.89",0
"1900",176,5,1,"no","none","fresh","vit_A","3.89",1
"48144",176,5,2,"no","lots","frozen","vit_B","5.89",0
"49150",176,5,3,"no","none","fresh","multi","5.89",0
"5527",176,6,1,"no","some","frozen","vit_A","3.89",1
"50145",176,6,2,"no","some","fresh","multi","5.89",0
"38151",176,6,3,"no","some","fresh","vit_A","5.89",0
"43149",176,7,1,"no","none","fresh","vit_B","5.89",0
"42161",176,7,2,"no","lots","frozen","vit_A","5.89",0
"3808",176,7,3,"no","lots","fresh","vit_A","3.89",1
"12163",176,8,1,"no","lots","frozen","vit_B","3.89",1
"31185",176,8,2,"no","none","fresh","multi","4.89",0
"53148",176,8,3,"no","some","frozen","multi","5.89",0
"44146",176,9,1,"no","some","fresh","vit_B","5.89",0
"6147",176,9,2,"no","lots","frozen","vit_A","3.89",1
"37140",176,9,3,"no","none","fresh","vit_A","5.89",0
"36147",176,10,1,"no","lots","frozen","multi","4.89",0
"39139",176,10,2,"no","lots","fresh","vit_A","5.89",0
"4802",176,10,3,"no","none","frozen","vit_A","3.89",1
"13148",176,11,1,"no","none","fresh","multi","3.89",0
"22161",176,11,2,"no","none","frozen","vit_A","4.89",1
"16156",176,11,3,"no","none","frozen","multi","3.89",0
"17154",176,12,1,"no","some","frozen","multi","3.89",0
"32159",176,12,2,"no","some","fresh","multi","4.89",0
"11187",176,12,3,"no","some","frozen","vit_B","3.89",1
"7144",176,13,1,"no","none","fresh","vit_B","3.89",0
"19145",176,13,2,"no","none","fresh","vit_A","4.89",1
"29145",176,13,3,"no","some","frozen","vit_B","4.89",0
"54142",176,14,1,"no","lots","frozen","multi","5.89",0
"25148",176,14,2,"no","none","fresh","vit_B","4.89",1
"41189",176,14,3,"no","some","frozen","vit_A","5.89",0
"26145",176,15,1,"no","some","fresh","vit_B","4.89",1
"15147",176,15,2,"no","lots","fresh","multi","3.89",0
"18135",176,15,3,"no","lots","frozen","multi","3.89",0
"34146",177,1,1,"yes","none","frozen","multi","4.89",1
"24155",177,1,2,"yes","lots","frozen","vit_A","4.89",0
"40145",177,1,3,"yes","none","frozen","vit_A","5.89",0
"53149",177,2,1,"yes","some","frozen","multi","5.89",0
"28152",177,2,2,"yes","none","frozen","vit_B","4.89",1
"36148",177,2,3,"yes","lots","frozen","multi","4.89",0
"23146",177,3,1,"yes","some","frozen","vit_A","4.89",1
"3809",177,3,2,"yes","lots","fresh","vit_A","3.89",0
"48145",177,3,3,"yes","lots","frozen","vit_B","5.89",0
"26146",177,4,1,"yes","some","fresh","vit_B","4.89",0
"6148",177,4,2,"yes","lots","frozen","vit_A","3.89",0
"25149",177,4,3,"yes","none","fresh","vit_B","4.89",1
"49151",177,5,1,"yes","none","fresh","multi","5.89",0
"43150",177,5,2,"yes","none","fresh","vit_B","5.89",1
"37141",177,5,3,"yes","none","fresh","vit_A","5.89",0
"45151",177,6,1,"yes","lots","fresh","vit_B","5.89",0
"14144",177,6,2,"yes","some","fresh","multi","3.89",1
"39140",177,6,3,"yes","lots","fresh","vit_A","5.89",0
"21190",177,7,1,"yes","lots","fresh","vit_A","4.89",0
"52151",177,7,2,"yes","none","frozen","multi","5.89",1
"27141",177,7,3,"yes","lots","fresh","vit_B","4.89",0
"35136",177,8,1,"yes","some","frozen","multi","4.89",0
"51163",177,8,2,"yes","lots","fresh","multi","5.89",0
"31186",177,8,3,"yes","none","fresh","multi","4.89",1
"5528",177,9,1,"yes","some","frozen","vit_A","3.89",0
"2901",177,9,2,"yes","some","fresh","vit_A","3.89",0
"1901",177,9,3,"yes","none","fresh","vit_A","3.89",1
"20145",177,10,1,"yes","some","fresh","vit_A","4.89",0
"32160",177,10,2,"yes","some","fresh","multi","4.89",0
"10146",177,10,3,"yes","none","frozen","vit_B","3.89",1
"22162",177,11,1,"yes","none","frozen","vit_A","4.89",1
"12164",177,11,2,"yes","lots","frozen","vit_B","3.89",0
"33152",177,11,3,"yes","lots","fresh","multi","4.89",0
"15148",177,12,1,"yes","lots","fresh","multi","3.89",0
"13149",177,12,2,"yes","none","fresh","multi","3.89",1
"18136",177,12,3,"yes","lots","frozen","multi","3.89",0
"47151",177,13,1,"yes","some","frozen","vit_B","5.89",1
"16157",177,13,2,"yes","none","frozen","multi","3.89",0
"29146",177,13,3,"yes","some","frozen","vit_B","4.89",0
"19146",177,14,1,"yes","none","fresh","vit_A","4.89",0
"8140",177,14,2,"yes","some","fresh","vit_B","3.89",1
"38152",177,14,3,"yes","some","fresh","vit_A","5.89",0
"41190",177,15,1,"yes","some","frozen","vit_A","5.89",0
"17155",177,15,2,"yes","some","frozen","multi","3.89",0
"46144",177,15,3,"yes","none","frozen","vit_B","5.89",1
"48146",178,1,1,"no","lots","frozen","vit_B","5.89",0
"13150",178,1,2,"no","none","fresh","multi","3.89",0
"10147",178,1,3,"no","none","frozen","vit_B","3.89",1
"16158",178,2,1,"no","none","frozen","multi","3.89",1
"34147",178,2,2,"no","none","frozen","multi","4.89",0
"51164",178,2,3,"no","lots","fresh","multi","5.89",0
"3900",178,3,1,"no","lots","fresh","vit_A","3.89",1
"53150",178,3,2,"no","some","frozen","multi","5.89",0
"18137",178,3,3,"no","lots","frozen","multi","3.89",0
"44147",178,4,1,"no","some","fresh","vit_B","5.89",0
"4803",178,4,2,"no","none","frozen","vit_A","3.89",0
"6149",178,4,3,"no","lots","frozen","vit_A","3.89",1
"19147",178,5,1,"no","none","fresh","vit_A","4.89",0
"9144",178,5,2,"no","lots","fresh","vit_B","3.89",1
"25150",178,5,3,"no","none","fresh","vit_B","4.89",0
"32161",178,6,1,"no","some","fresh","multi","4.89",0
"35137",178,6,2,"no","some","frozen","multi","4.89",1
"14145",178,6,3,"no","some","fresh","multi","3.89",0
"41191",178,7,1,"no","some","frozen","vit_A","5.89",0
"12165",178,7,2,"no","lots","frozen","vit_B","3.89",1
"38153",178,7,3,"no","some","fresh","vit_A","5.89",0
"21191",178,8,1,"no","lots","fresh","vit_A","4.89",1
"46145",178,8,2,"no","none","frozen","vit_B","5.89",0
"31187",178,8,3,"no","none","fresh","multi","4.89",0
"39141",178,9,1,"no","lots","fresh","vit_A","5.89",0
"47152",178,9,2,"no","some","frozen","vit_B","5.89",0
"23147",178,9,3,"no","some","frozen","vit_A","4.89",1
"24156",178,10,1,"no","lots","frozen","vit_A","4.89",1
"8141",178,10,2,"no","some","fresh","vit_B","3.89",0
"40146",178,10,3,"no","none","frozen","vit_A","5.89",0
"36149",178,11,1,"no","lots","frozen","multi","4.89",1
"45152",178,11,2,"no","lots","fresh","vit_B","5.89",0
"5529",178,11,3,"no","some","frozen","vit_A","3.89",0
"27142",178,12,1,"no","lots","fresh","vit_B","4.89",1
"43151",178,12,2,"no","none","fresh","vit_B","5.89",0
"15149",178,12,3,"no","lots","fresh","multi","3.89",0
"37142",178,13,1,"no","none","fresh","vit_A","5.89",0
"30147",178,13,2,"no","lots","frozen","vit_B","4.89",1
"42162",178,13,3,"no","lots","frozen","vit_A","5.89",0
"22163",178,14,1,"no","none","frozen","vit_A","4.89",1
"20146",178,14,2,"no","some","fresh","vit_A","4.89",0
"29147",178,14,3,"no","some","frozen","vit_B","4.89",0
"11188",178,15,1,"no","some","frozen","vit_B","3.89",1
"52152",178,15,2,"no","none","frozen","multi","5.89",0
"50146",178,15,3,"no","some","fresh","multi","5.89",0
"21192",179,1,1,"no","lots","fresh","vit_A","4.89",1
"26147",179,1,2,"no","some","fresh","vit_B","4.89",0
"19148",179,1,3,"no","none","fresh","vit_A","4.89",0
"45153",179,2,1,"no","lots","fresh","vit_B","5.89",0
"7145",179,2,2,"no","none","fresh","vit_B","3.89",1
"35138",179,2,3,"no","some","frozen","multi","4.89",0
"1902",179,3,1,"no","none","fresh","vit_A","3.89",0
"25151",179,3,2,"no","none","fresh","vit_B","4.89",0
"51165",179,3,3,"no","lots","fresh","multi","5.89",1
"4804",179,4,1,"no","none","frozen","vit_A","3.89",0
"5530",179,4,2,"no","some","frozen","vit_A","3.89",1
"38154",179,4,3,"no","some","fresh","vit_A","5.89",0
"31188",179,5,1,"no","none","fresh","multi","4.89",0
"41192",179,5,2,"no","some","frozen","vit_A","5.89",0
"28153",179,5,3,"no","none","frozen","vit_B","4.89",1
"33153",179,6,1,"no","lots","fresh","multi","4.89",0
"30148",179,6,2,"no","lots","frozen","vit_B","4.89",1
"50147",179,6,3,"no","some","fresh","multi","5.89",0
"34148",179,7,1,"no","none","frozen","multi","4.89",1
"40147",179,7,2,"no","none","frozen","vit_A","5.89",0
"48147",179,7,3,"no","lots","frozen","vit_B","5.89",0
"32162",179,8,1,"no","some","fresh","multi","4.89",0
"29148",179,8,2,"no","some","frozen","vit_B","4.89",0
"3901",179,8,3,"no","lots","fresh","vit_A","3.89",1
"36150",179,9,1,"no","lots","frozen","multi","4.89",0
"22164",179,9,2,"no","none","frozen","vit_A","4.89",1
"2902",179,9,3,"no","some","fresh","vit_A","3.89",0
"9145",179,10,1,"no","lots","fresh","vit_B","3.89",1
"17156",179,10,2,"no","some","frozen","multi","3.89",0
"47153",179,10,3,"no","some","frozen","vit_B","5.89",0
"42163",179,11,1,"no","lots","frozen","vit_A","5.89",0
"20147",179,11,2,"no","some","fresh","vit_A","4.89",1
"15150",179,11,3,"no","lots","fresh","multi","3.89",0
"44148",179,12,1,"no","some","fresh","vit_B","5.89",0
"23148",179,12,2,"no","some","frozen","vit_A","4.89",0
"27143",179,12,3,"no","lots","fresh","vit_B","4.89",1
"52153",179,13,1,"no","none","frozen","multi","5.89",0
"39142",179,13,2,"no","lots","fresh","vit_A","5.89",1
"49152",179,13,3,"no","none","fresh","multi","5.89",0
"16159",179,14,1,"no","none","frozen","multi","3.89",0
"53151",179,14,2,"no","some","frozen","multi","5.89",0
"6150",179,14,3,"no","lots","frozen","vit_A","3.89",1
"24157",179,15,1,"no","lots","frozen","vit_A","4.89",0
"14146",179,15,2,"no","some","fresh","multi","3.89",1
"43152",179,15,3,"no","none","fresh","vit_B","5.89",0
"26148",180,1,1,"no","some","fresh","vit_B","4.89",0
"12166",180,1,2,"no","lots","frozen","vit_B","3.89",1
"48148",180,1,3,"no","lots","frozen","vit_B","5.89",0
"14147",180,2,1,"no","some","fresh","multi","3.89",0
"41193",180,2,2,"no","some","frozen","vit_A","5.89",1
"49153",180,2,3,"no","none","fresh","multi","5.89",0
"45154",180,3,1,"no","lots","fresh","vit_B","5.89",0
"1903",180,3,2,"no","none","fresh","vit_A","3.89",1
"42164",180,3,3,"no","lots","frozen","vit_A","5.89",0
"32163",180,4,1,"no","some","fresh","multi","4.89",1
"27144",180,4,2,"no","lots","fresh","vit_B","4.89",0
"11189",180,4,3,"no","some","frozen","vit_B","3.89",0
"20148",180,5,1,"no","some","fresh","vit_A","4.89",1
"16160",180,5,2,"no","none","frozen","multi","3.89",0
"22165",180,5,3,"no","none","frozen","vit_A","4.89",0
"54143",180,6,1,"no","lots","frozen","multi","5.89",0
"24158",180,6,2,"no","lots","frozen","vit_A","4.89",0
"52154",180,6,3,"no","none","frozen","multi","5.89",1
"17157",180,7,1,"no","some","frozen","multi","3.89",0
"9146",180,7,2,"no","lots","fresh","vit_B","3.89",0
"2903",180,7,3,"no","some","fresh","vit_A","3.89",1
"3902",180,8,1,"no","lots","fresh","vit_A","3.89",0
"34149",180,8,2,"no","none","frozen","multi","4.89",1
"43153",180,8,3,"no","none","fresh","vit_B","5.89",0
"6151",180,9,1,"no","lots","frozen","vit_A","3.89",1
"35139",180,9,2,"no","some","frozen","multi","4.89",0
"44149",180,9,3,"no","some","fresh","vit_B","5.89",0
"7146",180,10,1,"no","none","fresh","vit_B","3.89",1
"25152",180,10,2,"no","none","fresh","vit_B","4.89",0
"47154",180,10,3,"no","some","frozen","vit_B","5.89",0
"40148",180,11,1,"no","none","frozen","vit_A","5.89",0
"29149",180,11,2,"no","some","frozen","vit_B","4.89",1
"46146",180,11,3,"no","none","frozen","vit_B","5.89",0
"15151",180,12,1,"no","lots","fresh","multi","3.89",1
"51166",180,12,2,"no","lots","fresh","multi","5.89",0
"53152",180,12,3,"no","some","frozen","multi","5.89",0
"13151",180,13,1,"no","none","fresh","multi","3.89",1
"38155",180,13,2,"no","some","fresh","vit_A","5.89",0
"5531",180,13,3,"no","some","frozen","vit_A","3.89",0
"39143",180,14,1,"no","lots","fresh","vit_A","5.89",0
"8142",180,14,2,"no","some","fresh","vit_B","3.89",0
"31189",180,14,3,"no","none","fresh","multi","4.89",1
"23149",180,15,1,"no","some","frozen","vit_A","4.89",1
"21193",180,15,2,"no","lots","fresh","vit_A","4.89",0
"30149",180,15,3,"no","lots","frozen","vit_B","4.89",0
"31190",181,1,1,"yes","none","fresh","multi","4.89",0
"51167",181,1,2,"yes","lots","fresh","multi","5.89",0
"4805",181,1,3,"yes","none","frozen","vit_A","3.89",1
"36151",181,2,1,"yes","lots","frozen","multi","4.89",0
"45155",181,2,2,"yes","lots","fresh","vit_B","5.89",0
"16161",181,2,3,"yes","none","frozen","multi","3.89",1
"26149",181,3,1,"yes","some","fresh","vit_B","4.89",1
"6152",181,3,2,"yes","lots","frozen","vit_A","3.89",0
"20149",181,3,3,"yes","some","fresh","vit_A","4.89",0
"10148",181,4,1,"yes","none","frozen","vit_B","3.89",1
"37143",181,4,2,"yes","none","fresh","vit_A","5.89",0
"14148",181,4,3,"yes","some","fresh","multi","3.89",0
"15152",181,5,1,"yes","lots","fresh","multi","3.89",0
"13152",181,5,2,"yes","none","fresh","multi","3.89",1
"17158",181,5,3,"yes","some","frozen","multi","3.89",0
"50148",181,6,1,"yes","some","fresh","multi","5.89",0
"19149",181,6,2,"yes","none","fresh","vit_A","4.89",1
"23150",181,6,3,"yes","some","frozen","vit_A","4.89",0
"33154",181,7,1,"yes","lots","fresh","multi","4.89",0
"34150",181,7,2,"yes","none","frozen","multi","4.89",0
"28154",181,7,3,"yes","none","frozen","vit_B","4.89",1
"41194",181,8,1,"yes","some","frozen","vit_A","5.89",0
"53153",181,8,2,"yes","some","frozen","multi","5.89",0
"25153",181,8,3,"yes","none","fresh","vit_B","4.89",1
"42165",181,9,1,"yes","lots","frozen","vit_A","5.89",0
"11190",181,9,2,"yes","some","frozen","vit_B","3.89",1
"18138",181,9,3,"yes","lots","frozen","multi","3.89",0
"49154",181,10,1,"yes","none","fresh","multi","5.89",0
"44150",181,10,2,"yes","some","fresh","vit_B","5.89",0
"1904",181,10,3,"yes","none","fresh","vit_A","3.89",1
"29150",181,11,1,"yes","some","frozen","vit_B","4.89",0
"12167",181,11,2,"yes","lots","frozen","vit_B","3.89",1
"54144",181,11,3,"yes","lots","frozen","multi","5.89",0
"3903",181,12,1,"yes","lots","fresh","vit_A","3.89",1
"2904",181,12,2,"yes","some","fresh","vit_A","3.89",0
"39144",181,12,3,"yes","lots","fresh","vit_A","5.89",0
"40149",181,13,1,"yes","none","frozen","vit_A","5.89",1
"22166",181,13,2,"yes","none","frozen","vit_A","4.89",0
"52155",181,13,3,"yes","none","frozen","multi","5.89",0
"43154",181,14,1,"yes","none","fresh","vit_B","5.89",1
"48149",181,14,2,"yes","lots","frozen","vit_B","5.89",0
"38156",181,14,3,"yes","some","fresh","vit_A","5.89",0
"46147",181,15,1,"yes","none","frozen","vit_B","5.89",0
"8143",181,15,2,"yes","some","fresh","vit_B","3.89",1
"27145",181,15,3,"yes","lots","fresh","vit_B","4.89",0
"12168",182,1,1,"yes","lots","frozen","vit_B","3.89",1
"19150",182,1,2,"yes","none","fresh","vit_A","4.89",0
"51168",182,1,3,"yes","lots","fresh","multi","5.89",0
"32164",182,2,1,"yes","some","fresh","multi","4.89",0
"10149",182,2,2,"yes","none","frozen","vit_B","3.89",1
"41195",182,2,3,"yes","some","frozen","vit_A","5.89",0
"29151",182,3,1,"yes","some","frozen","vit_B","4.89",1
"54145",182,3,2,"yes","lots","frozen","multi","5.89",0
"33155",182,3,3,"yes","lots","fresh","multi","4.89",0
"5532",182,4,1,"yes","some","frozen","vit_A","3.89",0
"9147",182,4,2,"yes","lots","fresh","vit_B","3.89",0
"8144",182,4,3,"yes","some","fresh","vit_B","3.89",1
"39145",182,5,1,"yes","lots","fresh","vit_A","5.89",0
"52156",182,5,2,"yes","none","frozen","multi","5.89",0
"25154",182,5,3,"yes","none","fresh","vit_B","4.89",1
"15153",182,6,1,"yes","lots","fresh","multi","3.89",1
"7147",182,6,2,"yes","none","fresh","vit_B","3.89",0
"44151",182,6,3,"yes","some","fresh","vit_B","5.89",0
"23151",182,7,1,"yes","some","frozen","vit_A","4.89",0
"2905",182,7,2,"yes","some","fresh","vit_A","3.89",1
"30150",182,7,3,"yes","lots","frozen","vit_B","4.89",0
"45156",182,8,1,"yes","lots","fresh","vit_B","5.89",0
"43155",182,8,2,"yes","none","fresh","vit_B","5.89",0
"3904",182,8,3,"yes","lots","fresh","vit_A","3.89",1
"35140",182,9,1,"yes","some","frozen","multi","4.89",0
"4806",182,9,2,"yes","none","frozen","vit_A","3.89",1
"40150",182,9,3,"yes","none","frozen","vit_A","5.89",0
"53154",182,10,1,"yes","some","frozen","multi","5.89",0
"6153",182,10,2,"yes","lots","frozen","vit_A","3.89",1
"28155",182,10,3,"yes","none","frozen","vit_B","4.89",0
"49155",182,11,1,"yes","none","fresh","multi","5.89",1
"37144",182,11,2,"yes","none","fresh","vit_A","5.89",0
"27146",182,11,3,"yes","lots","fresh","vit_B","4.89",0
"13153",182,12,1,"yes","none","fresh","multi","3.89",1
"48150",182,12,2,"yes","lots","frozen","vit_B","5.89",0
"31191",182,12,3,"yes","none","fresh","multi","4.89",0
"24159",182,13,1,"yes","lots","frozen","vit_A","4.89",0
"14149",182,13,2,"yes","some","fresh","multi","3.89",0
"46148",182,13,3,"yes","none","frozen","vit_B","5.89",1
"17159",182,14,1,"yes","some","frozen","multi","3.89",0
"18139",182,14,2,"yes","lots","frozen","multi","3.89",1
"21194",182,14,3,"yes","lots","fresh","vit_A","4.89",0
"36152",182,15,1,"yes","lots","frozen","multi","4.89",0
"50149",182,15,2,"yes","some","fresh","multi","5.89",0
"1905",182,15,3,"yes","none","fresh","vit_A","3.89",1
"25155",183,1,1,"no","none","fresh","vit_B","4.89",0
"42166",183,1,2,"no","lots","frozen","vit_A","5.89",1
"34151",183,1,3,"no","none","frozen","multi","4.89",0
"15154",183,2,1,"no","lots","fresh","multi","3.89",1
"19151",183,2,2,"no","none","fresh","vit_A","4.89",0
"46149",183,2,3,"no","none","frozen","vit_B","5.89",0
"26150",183,3,1,"no","some","fresh","vit_B","4.89",0
"29152",183,3,2,"no","some","frozen","vit_B","4.89",0
"13154",183,3,3,"no","none","fresh","multi","3.89",1
"4807",183,4,1,"no","none","frozen","vit_A","3.89",1
"3905",183,4,2,"no","lots","fresh","vit_A","3.89",0
"32165",183,4,3,"no","some","fresh","multi","4.89",0
"48151",183,5,1,"no","lots","frozen","vit_B","5.89",0
"27147",183,5,2,"no","lots","fresh","vit_B","4.89",0
"28156",183,5,3,"no","none","frozen","vit_B","4.89",1
"1906",183,6,1,"no","none","fresh","vit_A","3.89",1
"7148",183,6,2,"no","none","fresh","vit_B","3.89",0
"12169",183,6,3,"no","lots","frozen","vit_B","3.89",0
"10150",183,7,1,"no","none","frozen","vit_B","3.89",0
"31192",183,7,2,"no","none","fresh","multi","4.89",0
"21195",183,7,3,"no","lots","fresh","vit_A","4.89",1
"50150",183,8,1,"no","some","fresh","multi","5.89",0
"37145",183,8,2,"no","none","fresh","vit_A","5.89",1
"49156",183,8,3,"no","none","fresh","multi","5.89",0
"38157",183,9,1,"no","some","fresh","vit_A","5.89",0
"17160",183,9,2,"no","some","frozen","multi","3.89",1
"35141",183,9,3,"no","some","frozen","multi","4.89",0
"33156",183,10,1,"no","lots","fresh","multi","4.89",0
"22167",183,10,2,"no","none","frozen","vit_A","4.89",1
"43156",183,10,3,"no","none","fresh","vit_B","5.89",0
"20150",183,11,1,"no","some","fresh","vit_A","4.89",1
"24160",183,11,2,"no","lots","frozen","vit_A","4.89",0
"39146",183,11,3,"no","lots","fresh","vit_A","5.89",0
"40151",183,12,1,"no","none","frozen","vit_A","5.89",0
"47155",183,12,2,"no","some","frozen","vit_B","5.89",0
"53155",183,12,3,"no","some","frozen","multi","5.89",1
"16162",183,13,1,"no","none","frozen","multi","3.89",0
"51169",183,13,2,"no","lots","fresh","multi","5.89",0
"5533",183,13,3,"no","some","frozen","vit_A","3.89",1
"6154",183,14,1,"no","lots","frozen","vit_A","3.89",0
"14150",183,14,2,"no","some","fresh","multi","3.89",0
"30151",183,14,3,"no","lots","frozen","vit_B","4.89",1
"11191",183,15,1,"no","some","frozen","vit_B","3.89",0
"52157",183,15,2,"no","none","frozen","multi","5.89",0
"54146",183,15,3,"no","lots","frozen","multi","5.89",1
"46150",184,1,1,"yes","none","frozen","vit_B","5.89",1
"32166",184,1,2,"yes","some","fresh","multi","4.89",0
"42167",184,1,3,"yes","lots","frozen","vit_A","5.89",0
"54147",184,2,1,"yes","lots","frozen","multi","5.89",1
"40152",184,2,2,"yes","none","frozen","vit_A","5.89",0
"2906",184,2,3,"yes","some","fresh","vit_A","3.89",0
"3906",184,3,1,"yes","lots","fresh","vit_A","3.89",0
"45157",184,3,2,"yes","lots","fresh","vit_B","5.89",1
"48152",184,3,3,"yes","lots","frozen","vit_B","5.89",0
"9148",184,4,1,"yes","lots","fresh","vit_B","3.89",1
"38158",184,4,2,"yes","some","fresh","vit_A","5.89",0
"53156",184,4,3,"yes","some","frozen","multi","5.89",0
"6155",184,5,1,"yes","lots","frozen","vit_A","3.89",1
"11192",184,5,2,"yes","some","frozen","vit_B","3.89",0
"28157",184,5,3,"yes","none","frozen","vit_B","4.89",0
"17161",184,6,1,"yes","some","frozen","multi","3.89",0
"25156",184,6,2,"yes","none","fresh","vit_B","4.89",0
"7149",184,6,3,"yes","none","fresh","vit_B","3.89",1
"37146",184,7,1,"yes","none","fresh","vit_A","5.89",0
"39147",184,7,2,"yes","lots","fresh","vit_A","5.89",0
"43157",184,7,3,"yes","none","fresh","vit_B","5.89",1
"47156",184,8,1,"yes","some","frozen","vit_B","5.89",0
"13155",184,8,2,"yes","none","fresh","multi","3.89",1
"51170",184,8,3,"yes","lots","fresh","multi","5.89",0
"31193",184,9,1,"yes","none","fresh","multi","4.89",1
"49157",184,9,2,"yes","none","fresh","multi","5.89",0
"33157",184,9,3,"yes","lots","fresh","multi","4.89",0
"29153",184,10,1,"yes","some","frozen","vit_B","4.89",0
"5534",184,10,2,"yes","some","frozen","vit_A","3.89",1
"44152",184,10,3,"yes","some","fresh","vit_B","5.89",0
"36153",184,11,1,"yes","lots","frozen","multi","4.89",1
"30152",184,11,2,"yes","lots","frozen","vit_B","4.89",0
"22168",184,11,3,"yes","none","frozen","vit_A","4.89",0
"19152",184,12,1,"yes","none","fresh","vit_A","4.89",1
"27148",184,12,2,"yes","lots","fresh","vit_B","4.89",0
"23152",184,12,3,"yes","some","frozen","vit_A","4.89",0
"18140",184,13,1,"yes","lots","frozen","multi","3.89",0
"4808",184,13,2,"yes","none","frozen","vit_A","3.89",1
"24161",184,13,3,"yes","lots","frozen","vit_A","4.89",0
"16163",184,14,1,"yes","none","frozen","multi","3.89",1
"8145",184,14,2,"yes","some","fresh","vit_B","3.89",0
"52158",184,14,3,"yes","none","frozen","multi","5.89",0
"50151",184,15,1,"yes","some","fresh","multi","5.89",0
"41196",184,15,2,"yes","some","frozen","vit_A","5.89",1
"35142",184,15,3,"yes","some","frozen","multi","4.89",0
"27149",185,1,1,"no","lots","fresh","vit_B","4.89",1
"50152",185,1,2,"no","some","fresh","multi","5.89",0
"21196",185,1,3,"no","lots","fresh","vit_A","4.89",0
"49158",185,2,1,"no","none","fresh","multi","5.89",0
"14151",185,2,2,"no","some","fresh","multi","3.89",0
"12170",185,2,3,"no","lots","frozen","vit_B","3.89",1
"51171",185,3,1,"no","lots","fresh","multi","5.89",0
"40153",185,3,2,"no","none","frozen","vit_A","5.89",0
"22169",185,3,3,"no","none","frozen","vit_A","4.89",1
"32167",185,4,1,"no","some","fresh","multi","4.89",0
"47157",185,4,2,"no","some","frozen","vit_B","5.89",1
"19153",185,4,3,"no","none","fresh","vit_A","4.89",0
"23153",185,5,1,"no","some","frozen","vit_A","4.89",1
"9149",185,5,2,"no","lots","fresh","vit_B","3.89",0
"38159",185,5,3,"no","some","fresh","vit_A","5.89",0
"3907",185,6,1,"no","lots","fresh","vit_A","3.89",0
"11193",185,6,2,"no","some","frozen","vit_B","3.89",0
"7150",185,6,3,"no","none","fresh","vit_B","3.89",1
"39148",185,7,1,"no","lots","fresh","vit_A","5.89",0
"15155",185,7,2,"no","lots","fresh","multi","3.89",0
"10151",185,7,3,"no","none","frozen","vit_B","3.89",1
"52159",185,8,1,"no","none","frozen","multi","5.89",0
"2907",185,8,2,"no","some","fresh","vit_A","3.89",0
"24162",185,8,3,"no","lots","frozen","vit_A","4.89",1
"6156",185,9,1,"no","lots","frozen","vit_A","3.89",1
"53157",185,9,2,"no","some","frozen","multi","5.89",0
"54148",185,9,3,"no","lots","frozen","multi","5.89",0
"5535",185,10,1,"no","some","frozen","vit_A","3.89",1
"43158",185,10,2,"no","none","fresh","vit_B","5.89",0
"16164",185,10,3,"no","none","frozen","multi","3.89",0
"34152",185,11,1,"no","none","frozen","multi","4.89",1
"33158",185,11,2,"no","lots","fresh","multi","4.89",0
"18141",185,11,3,"no","lots","frozen","multi","3.89",0
"35143",185,12,1,"no","some","frozen","multi","4.89",0
"30153",185,12,2,"no","lots","frozen","vit_B","4.89",0
"1907",185,12,3,"no","none","fresh","vit_A","3.89",1
"44153",185,13,1,"no","some","fresh","vit_B","5.89",0
"37147",185,13,2,"no","none","fresh","vit_A","5.89",1
"41197",185,13,3,"no","some","frozen","vit_A","5.89",0
