RespNum,Task,Concept,Brands,Container Size,Price,Pulp,From Concentrate,Added Vitamins,Gender,Age,OperatingSystem,Answer
44,10,1,Simply Orange,58 fl oz Carton,$3.89 ,No pulp,No,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
44,10,2,Local Store Brand,58 fl oz Carton,$4.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,1
44,10,3,Tropicana ,128floz Bottle ,$6.00 ,Medium pulp,No,Calcium,Female,45 - 54,Desktop,0
44,10,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
44,11,1,Minute Made,128floz Bottle ,$4.59 ,No pulp,No,Plant Sterols ,Female,45 - 54,Desktop,0
44,11,2,Minute Made,58 fl oz Carton,$4.89 ,No pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
44,11,3,Tropicana ,58 fl oz Carton,$3.89 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
44,11,4,None,None,None,None,None,None,Female,45 - 54,Desktop,1
44,12,1,Local Store Brand,128floz Bottle ,$6.00 ,Some pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
44,12,2,Tropicana ,58 fl oz Carton,$5.59 ,No pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
44,12,3,Simply Orange,58 fl oz Carton,$4.89 ,Medium pulp,Yes,Vitamins D,Female,45 - 54,Desktop,0
44,12,4,None,None,None,None,None,None,Female,45 - 54,Desktop,1
44,13,1,Tropicana ,128floz Bottle ,$5.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
44,13,2,Local Store Brand,58 fl oz Carton,$5.59 ,Lots of pulp,No,Vitamins D,Female,45 - 54,Desktop,1
44,13,3,Local Store Brand,58 fl oz Carton,$3.89 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
44,13,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
47,1,1,Minute Made,58 fl oz Carton,$4.59 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,0
47,1,2,Simply Orange,58 fl oz Carton,$3.89 ,No pulp,Yes,Vitamins D and Calcium ,Female,35 - 44,Desktop,1
47,1,3,Local Store Brand,128floz Bottle ,$4.59 ,Lots of pulp,No,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
47,1,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
47,2,1,Simply Orange,128floz Bottle ,$6.00 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
47,2,2,Local Store Brand,128floz Bottle ,$4.89 ,No pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,1
47,2,3,Tropicana ,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
47,2,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
47,3,1,Local Store Brand,58 fl oz Carton,$4.59 ,Some pulp,Yes,Vitamins D,Female,35 - 44,Desktop,0
47,3,2,Minute Made,128floz Bottle ,$4.89 ,No pulp,Yes,Vitamins D and Calcium ,Female,35 - 44,Desktop,1
47,3,3,Local Store Brand,58 fl oz Carton,$3.89 ,Lots of pulp,No,Vitamins D,Female,35 - 44,Desktop,0
47,3,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
47,4,1,Tropicana ,128floz Bottle ,$4.59 ,Lots of pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,0
47,4,2,Minute Made,58 fl oz Carton,$3.89 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
47,4,3,Simply Orange,58 fl oz Carton,$5.59 ,Some pulp,No,Calcium,Female,35 - 44,Desktop,0
47,4,4,None,None,None,None,None,None,Female,35 - 44,Desktop,1
47,5,1,Simply Orange,58 fl oz Carton,$4.89 ,Some pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
47,5,2,Tropicana ,128floz Bottle ,$6.00 ,Some pulp,Yes,Calcium,Female,35 - 44,Desktop,0
47,5,3,Tropicana ,128floz Bottle ,$4.89 ,Medium pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
47,5,4,None,None,None,None,None,None,Female,35 - 44,Desktop,1
47,6,1,Minute Made,128floz Bottle ,$5.59 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
47,6,2,Tropicana ,58 fl oz Carton,$4.59 ,No pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,1
47,6,3,Tropicana ,58 fl oz Carton,$5.59 ,No pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
47,6,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
47,7,1,Local Store Brand,128floz Bottle ,$6.00 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,0
47,7,2,Minute Made,58 fl oz Carton,$3.89 ,Medium pulp,Yes,Plant Sterols ,Female,35 - 44,Desktop,0
47,7,3,Tropicana ,128floz Bottle ,$6.00 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,0
47,7,4,None,None,None,None,None,None,Female,35 - 44,Desktop,1
47,8,1,Simply Orange,128floz Bottle ,$4.59 ,Some pulp,Yes,Plant Sterols ,Female,35 - 44,Desktop,0
47,8,2,Minute Made,128floz Bottle ,$6.00 ,Some pulp,No,Vitamins D,Female,35 - 44,Desktop,0
47,8,3,Local Store Brand,58 fl oz Carton,$4.89 ,Medium pulp,Yes,Calcium,Female,35 - 44,Desktop,0
47,8,4,None,None,None,None,None,None,Female,35 - 44,Desktop,1
47,9,1,Minute Made,128floz Bottle ,$6.00 ,No pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
47,9,2,Simply Orange,128floz Bottle ,$4.89 ,No pulp,Yes,Vitamins D,Female,35 - 44,Desktop,1
47,9,3,Minute Made,58 fl oz Carton,$5.59 ,Lots of pulp,No,Calcium,Female,35 - 44,Desktop,0
47,9,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
47,10,1,Simply Orange,128floz Bottle ,$4.59 ,Medium pulp,No,Vitamins D,Female,35 - 44,Desktop,0
47,10,2,Tropicana ,58 fl oz Carton,$3.89 ,No pulp,No,Calcium,Female,35 - 44,Desktop,1
47,10,3,Local Store Brand,128floz Bottle ,$5.59 ,Lots of pulp,Yes,Plant Sterols ,Female,35 - 44,Desktop,0
47,10,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
47,11,1,Local Store Brand,128floz Bottle ,$5.59 ,Medium pulp,No,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
47,11,2,Simply Orange,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Calcium,Female,35 - 44,Desktop,0
47,11,3,Simply Orange,58 fl oz Carton,$5.59 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,1
47,11,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
47,12,1,Tropicana ,128floz Bottle ,$5.59 ,Medium pulp,Yes,Vitamins D,Female,35 - 44,Desktop,0
47,12,2,Local Store Brand,58 fl oz Carton,$3.89 ,Some pulp,No,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,0
47,12,3,Simply Orange,58 fl oz Carton,$4.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
47,12,4,None,None,None,None,None,None,Female,35 - 44,Desktop,1
47,13,1,Tropicana ,58 fl oz Carton,$4.89 ,Some pulp,No,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
47,13,2,Minute Made,128floz Bottle ,$4.59 ,No pulp,No,Calcium,Female,35 - 44,Desktop,1
47,13,3,Minute Made,58 fl oz Carton,$4.89 ,Lots of pulp,Yes,Vitamins D,Female,35 - 44,Desktop,0
47,13,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
